name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Andrei Theodore Mărginean,ROU,Romania,2020,7,7,0,3,7,0,24,140,77.4,Silver medal
Edis Memiș,ROU,Romania,2020,7,7,7,7,7,1,36,4,99.51,Gold medal
Sergiu-Ionuț Novac,ROU,Romania,2020,7,2,0,7,7,0,23,162,73.82,Bronze medal
Sebastian Mihai Șimon,ROU,Romania,2020,7,0,0,4,7,1,19,236,61.79,Bronze medal
Nguyen Tran Bach,ROU,Romania,2020,7,7,0,7,7,0,28,86,86.18,Silver medal
Tudor Darius Cardaș,ROU,Romania,2019,7,6,0,7,2,0,22,168,73.06,Bronze medal
Andrei Theodore Mărginean,ROU,Romania,2019,7,5,0,7,2,1,22,168,73.06,Bronze medal
Edis Memiș,ROU,Romania,2019,7,7,7,7,7,1,36,15,97.74,Gold medal
Sergiu-Ionuț Novac,ROU,Romania,2019,7,7,0,7,7,0,28,65,89.68,Silver medal
Sebastian Mihai Șimon,ROU,Romania,2019,7,5,0,7,7,0,26,122,80.48,Silver medal
Nguyen Tran Bach,ROU,Romania,2019,7,0,0,7,7,0,21,214,65.65,Bronze medal
Ciprian-Mircea Bonciocat,ROU,Romania,2018,7,7,0,7,7,2,30,49,91.91,Silver medal
Antonie Ciocan,ROU,Romania,2018,7,5,0,2,1,0,15,290,51.26,Honourable mention
Mihnea-Gabriel Doica,ROU,Romania,2018,6,7,0,0,7,1,21,193,67.62,Bronze medal
Radu-Alexandru Iacob,ROU,Romania,2018,7,0,0,2,1,0,10,368,38.11,Honourable mention
Edis Memiș,ROU,Romania,2018,7,7,0,7,1,0,22,174,70.83,Bronze medal
Ioan-Andrei Nicolae,ROU,Romania,2018,7,7,0,7,7,3,31,34,94.44,Gold medal
Ciprian-Mircea Bonciocat,ROU,Romania,2017,7,3,0,7,0,1,18,139,77.52,Bronze medal
Mihnea-Gabriel Doica,ROU,Romania,2017,7,7,0,7,0,0,21,82,86.81,Silver medal
Filip-Alexandru Ion,ROU,Romania,2017,7,0,0,7,7,3,24,49,92.18,Silver medal
Mihnea-Andrei Ocian,ROU,Romania,2017,7,2,0,7,2,0,18,139,77.52,Bronze medal
Alexandra Timofte,ROU,Romania,2017,7,1,0,7,0,0,15,292,52.61,Honourable mention
Ştefan-Rareş Tudose,ROU,Romania,2017,7,4,0,7,0,1,19,115,81.43,Silver medal
Teodor Andrei Andronache,ROU,Romania,2016,7,2,0,7,7,0,23,114,81.2,Silver medal
Ovidiu Neculai Avădănei,ROU,Romania,2016,7,7,0,7,2,0,23,114,81.2,Silver medal
Ciprian-Mircea Bonciocat,ROU,Romania,2016,7,7,1,7,1,0,23,114,81.2,Silver medal
Alexandru Pascadi,ROU,Romania,2016,7,7,0,7,0,2,23,114,81.2,Silver medal
Tudor Plopeanu,ROU,Romania,2016,7,0,0,7,2,0,16,253,58.07,Bronze medal
Ioan Laurenţiu Ploscaru,ROU,Romania,2016,7,7,0,4,4,0,22,137,77.37,Silver medal
Teodor Andrei Andronache,ROU,Romania,2015,7,5,1,7,3,0,23,58,90.1,Silver medal
Marius-Ioan Bocanu,ROU,Romania,2015,7,5,1,7,3,0,23,58,90.1,Silver medal
Ciprian-Mircea Bonciocat,ROU,Romania,2015,7,1,7,7,1,0,23,58,90.1,Silver medal
Simona Diaconu,ROU,Romania,2015,5,7,1,7,7,0,27,32,94.62,Gold medal
Andrei-Bogdan Puiu,ROU,Romania,2015,4,1,0,7,3,0,15,217,62.5,Bronze medal
Ştefan Spătaru,ROU,Romania,2015,7,2,2,7,3,0,21,88,84.9,Silver medal
Teodor Andrei Andronache,ROU,Romania,2014,7,6,0,7,7,0,27,69,87.84,Silver medal
Viorel-Andrei Bud,ROU,Romania,2014,6,7,0,7,3,0,23,109,80.68,Silver medal
Simona Diaconu,ROU,Romania,2014,7,7,1,7,0,0,22,124,78.0,Silver medal
Paul-Gabriel Muscă,ROU,Romania,2014,7,7,1,7,3,2,27,69,87.84,Silver medal
Ioan Laurenţiu Ploscaru,ROU,Romania,2014,7,6,0,7,2,0,22,124,78.0,Silver medal
Ştefan Spătaru,ROU,Romania,2014,7,7,7,7,7,0,35,15,97.5,Gold medal
Marius-Ioan Bocanu,ROU,Romania,2013,4,0,7,7,6,0,24,131,75.29,Silver medal
Viorel-Andrei Bud,ROU,Romania,2013,7,0,0,7,7,0,21,163,69.2,Bronze medal
Omer Cerrahoglu,ROU,Romania,2013,7,7,2,7,7,0,30,46,91.44,Silver medal
Ştefan-Cosmin Gramatovici,ROU,Romania,2013,7,1,0,7,2,0,17,211,60.08,Bronze medal
Ştefan Spătaru,ROU,Romania,2013,7,2,0,7,7,2,25,117,77.95,Silver medal
Hai Tran Bach,ROU,Romania,2013,7,1,0,7,2,0,17,211,60.08,Bronze medal
Radu Bumbăcea,ROU,Romania,2012,7,7,3,6,7,0,30,27,95.24,Gold medal
Omer Cerrahoglu,ROU,Romania,2012,7,7,3,7,7,2,33,17,97.07,Gold medal
Octav Drăgoi,ROU,Romania,2012,7,7,0,6,3,0,23,85,84.62,Silver medal
Ştefan Adrian Ivanovici,ROU,Romania,2012,7,7,1,3,0,3,21,112,79.67,Silver medal
Ştefan Spătaru,ROU,Romania,2012,5,1,0,7,3,0,16,204,62.82,Bronze medal
Ioana-Maria Tamas,ROU,Romania,2012,7,7,0,7,0,0,21,112,79.67,Silver medal
Radu Bumbăcea,ROU,Romania,2011,7,2,2,7,7,0,25,66,88.43,Silver medal
Omer Cerrahoglu,ROU,Romania,2011,7,1,7,7,4,0,26,61,89.32,Silver medal
Octav Drăgoi,ROU,Romania,2011,7,1,5,7,7,1,28,39,93.24,Gold medal
Alexandru Andrei Milu,ROU,Romania,2011,7,0,4,7,7,0,25,66,88.43,Silver medal
Tudor Pădurariu,ROU,Romania,2011,5,0,7,7,7,1,27,55,90.39,Silver medal
Marius Tiba,ROU,Romania,2011,7,1,0,7,7,1,23,83,85.41,Silver medal
Radu Bumbăcea,ROU,Romania,2010,7,7,0,7,0,7,28,27,95.01,Gold medal
Omer Cerrahoglu,ROU,Romania,2010,7,7,5,7,0,0,26,48,90.98,Silver medal
Filip Andrei Chindea,ROU,Romania,2010,7,1,0,7,0,0,15,226,56.81,Bronze medal
Ştefan Adrian Ivanovici,ROU,Romania,2010,7,5,1,7,7,0,27,42,92.13,Gold medal
Tudor Pădurariu,ROU,Romania,2010,6,1,1,7,0,2,17,187,64.3,Bronze medal
Cosmin Pohoaţă,ROU,Romania,2010,6,1,0,7,0,0,14,266,49.14,Honourable mention
Francisc Bozgan,ROU,Romania,2009,7,7,2,6,2,0,24,130,77.13,Silver medal
Omer Cerrahoglu,ROU,Romania,2009,7,7,2,7,7,3,33,37,93.62,Gold medal
Andrei Deneanu,ROU,Romania,2009,7,7,2,4,7,0,27,101,82.27,Silver medal
Tudor Pădurariu,ROU,Romania,2009,4,7,1,5,6,0,23,148,73.94,Bronze medal
Elena Mădălina Persu,ROU,Romania,2009,7,7,7,6,7,0,34,27,95.39,Gold medal
Marius Tiba,ROU,Romania,2009,7,7,1,0,7,0,22,168,70.39,Bronze medal
Filip Andrei Chindea,ROU,Romania,2008,7,5,7,7,0,0,26,78,85.58,Silver medal
Mihail-Eugen Dumitrescu,ROU,Romania,2008,7,1,1,7,1,0,17,199,62.92,Bronze medal
Livia Alexandra Ilie,ROU,Romania,2008,7,3,0,7,7,2,26,78,85.58,Silver medal
Victor Pădureanu,ROU,Romania,2008,7,1,0,7,7,1,23,116,78.46,Silver medal
Elena Mădălina Persu,ROU,Romania,2008,7,5,7,7,2,0,28,64,88.2,Silver medal
Daniel - Tiberiu Rimovecz,ROU,Romania,2008,7,7,0,7,0,0,21,148,72.47,Bronze medal
Mihail-Eugen Dumitrescu,ROU,Romania,2007,7,0,0,7,7,0,21,110,79.0,Silver medal
Livia Alexandra Ilie,ROU,Romania,2007,7,7,4,7,7,0,32,7,98.84,Gold medal
Dragoş-Ciprian Ionescu,ROU,Romania,2007,3,7,0,7,4,0,21,110,79.0,Silver medal
Elena Mădălina Persu,ROU,Romania,2007,7,3,0,7,7,0,24,68,87.09,Silver medal
Lucian-Gabriel Țurea,ROU,Romania,2007,7,7,0,7,7,0,28,40,92.49,Silver medal
Adrian-Ioan Zahariuc,ROU,Romania,2007,5,1,0,7,7,0,20,123,76.49,Bronze medal
Eduard-Gabriel Băzăvan,ROU,Romania,2006,7,7,0,7,7,0,28,27,94.77,Gold medal
Dragoş-Ioan Michnea,ROU,Romania,2006,7,1,1,7,7,0,23,60,88.13,Silver medal
Marius Pachiţariu,ROU,Romania,2006,7,4,1,6,0,0,18,132,73.64,Bronze medal
Cristian Tălău,ROU,Romania,2006,7,0,1,7,3,0,18,132,73.64,Bronze medal
Andrei-Bogdan Ungureanu,ROU,Romania,2006,7,7,7,7,3,0,31,13,97.59,Gold medal
Adrian-Ioan Zahariuc,ROU,Romania,2006,7,5,7,7,7,1,34,11,97.99,Gold medal
Gabriel-Emanuel Kreindler,ROU,Romania,2005,7,7,7,7,7,5,40,19,96.48,Gold medal
Dragoş-Ioan Michnea,ROU,Romania,2005,3,7,7,7,7,6,37,23,95.7,Gold medal
Marius Pachiţariu,ROU,Romania,2005,2,7,0,1,7,0,17,175,66.02,Bronze medal
Andrei Ştefănescu,ROU,Romania,2005,7,7,1,0,7,3,25,100,80.66,Silver medal
Andrei-Bogdan Ungureanu,ROU,Romania,2005,7,7,7,7,7,2,37,23,95.7,Gold medal
Adrian-Ioan Zahariuc,ROU,Romania,2005,7,7,0,7,7,7,35,35,93.36,Gold medal
Cristian Gratie,ROU,Romania,2004,6,6,3,7,1,7,30,58,88.25,Silver medal
Gabriel-Emanuel Kreindler,ROU,Romania,2004,7,7,2,7,4,0,27,81,83.51,Silver medal
Andrei Negut,ROU,Romania,2004,7,7,7,7,5,7,40,7,98.76,Gold medal
Andrei Ştefănescu,ROU,Romania,2004,7,2,1,7,5,7,29,65,86.8,Silver medal
Andrei-Bogdan Ungureanu,ROU,Romania,2004,7,7,4,7,3,0,28,74,84.95,Silver medal
Adrian-Ioan Zahariuc,ROU,Romania,2004,6,4,2,7,3,0,22,143,70.72,Bronze medal
Ana Caraiani,ROU,Romania,2003,7,7,3,7,7,7,38,6,98.9,Gold medal
Gabriel-Emanuel Kreindler,ROU,Romania,2003,5,1,0,7,7,1,21,83,82.02,Silver medal
Ioan Manolescu,ROU,Romania,2003,7,7,0,0,1,0,15,163,64.47,Bronze medal
Andrei Negut,ROU,Romania,2003,7,0,0,7,7,1,22,69,85.09,Silver medal
Claudiu Raicu,ROU,Romania,2003,7,7,0,7,1,0,22,69,85.09,Silver medal
Andrei Ştefănescu,ROU,Romania,2003,7,5,0,7,5,1,25,50,89.25,Silver medal
Ana Caraiani,ROU,Romania,2002,7,6,1,7,6,2,29,29,94.14,Gold medal
Andrei Negut,ROU,Romania,2002,6,7,0,7,6,2,28,40,91.84,Silver medal
Virgil Petrea,ROU,Romania,2002,3,7,7,7,6,0,30,24,95.19,Gold medal
Claudiu Raicu,ROU,Romania,2002,7,6,1,7,6,0,27,58,88.08,Silver medal
George Stoianov,ROU,Romania,2002,6,6,1,7,2,2,24,86,82.22,Silver medal
Valentin Vornicu,ROU,Romania,2002,0,6,1,6,6,0,19,160,66.74,Bronze medal
Ana Caraiani,ROU,Romania,2001,7,2,0,7,0,6,22,87,81.78,Silver medal
Razvan Iagar,ROU,Romania,2001,7,0,1,7,2,0,17,140,70.55,Bronze medal
Andrei Jorza,ROU,Romania,2001,7,0,3,7,2,5,24,65,86.44,Silver medal
Mihai Manea,ROU,Romania,2001,7,7,6,7,7,7,41,5,99.15,Gold medal
Liviu Paunescu,ROU,Romania,2001,2,1,3,7,2,0,15,164,65.47,Bronze medal
Valentin Vornicu,ROU,Romania,2001,2,0,0,1,7,0,10,243,48.73,Honourable mention
Dorian Dobrin,ROU,Romania,2000,7,7,0,1,7,7,29,40,91.52,Silver medal
Andrei Jorza,ROU,Romania,2000,7,1,2,2,7,4,23,79,83.04,Silver medal
Mihai Manea,ROU,Romania,2000,7,7,0,3,7,6,30,36,92.39,Gold medal
Daniel Porumbel,ROU,Romania,2000,7,7,0,2,0,0,16,149,67.83,Bronze medal
Florin Ratiu,ROU,Romania,2000,7,1,1,7,2,0,18,130,71.96,Bronze medal
Emanuel Stoica,ROU,Romania,2000,2,7,0,0,7,7,23,79,83.04,Silver medal
Marius Beceanu,ROU,Romania,1999,3,7,0,6,7,7,30,28,93.99,Gold medal
Stefan Laurenţiu Horneţ,ROU,Romania,1999,7,7,4,7,7,7,39,1,100.0,Gold medal
Adrian Ioana,ROU,Romania,1999,4,7,0,1,6,1,19,95,79.06,Silver medal
Mihai Manea,ROU,Romania,1999,7,7,2,7,6,4,33,19,95.99,Gold medal
Radu Horia Mihăescu,ROU,Romania,1999,7,7,2,3,6,1,26,45,90.2,Silver medal
Mihai Horia Tohăneanu,ROU,Romania,1999,7,7,2,7,0,3,26,45,90.2,Silver medal
Marius Beceanu,ROU,Romania,1998,5,7,1,7,2,0,22,112,73.44,Bronze medal
Stefan Laurenţiu Horneţ,ROU,Romania,1998,7,7,2,7,7,7,37,7,98.56,Gold medal
Flaviu Iepure,ROU,Romania,1998,7,7,2,7,2,7,32,26,94.02,Gold medal
Radu Horia Mihăescu,ROU,Romania,1998,4,7,2,7,7,7,34,18,95.93,Gold medal
Silviu Nicolae Predoiu,ROU,Romania,1998,2,7,1,4,5,0,19,145,65.55,Bronze medal
Emanuel Stoica,ROU,Romania,1998,2,0,2,7,0,0,11,226,46.17,Honourable mention
Marius Beceanu,ROU,Romania,1997,4,7,7,3,7,4,32,50,89.32,Silver medal
Stefan Laurenţiu Horneţ,ROU,Romania,1997,5,7,7,7,7,5,38,15,96.95,Gold medal
Liviu Ignat,ROU,Romania,1997,1,7,3,4,7,5,27,86,81.48,Silver medal
Ciprian Manolescu,ROU,Romania,1997,7,7,7,7,7,7,42,1,100.0,Gold medal
Radu Horia Mihăescu,ROU,Romania,1997,4,7,1,5,5,0,22,131,71.68,Bronze medal
Eugen Varvaruca,ROU,Romania,1997,4,7,0,7,7,5,30,60,87.15,Silver medal
Constantin Chiscanu,ROU,Romania,1996,4,7,7,7,7,1,33,14,96.93,Gold medal
Adrian Corduneanu,ROU,Romania,1996,2,7,7,7,0,7,30,25,94.33,Gold medal
Nicolae Dragos Oprea,ROU,Romania,1996,4,7,7,7,1,1,27,36,91.73,Silver medal
Dragos Ghioca,ROU,Romania,1996,2,4,6,7,1,7,27,36,91.73,Silver medal
Ciprian Manolescu,ROU,Romania,1996,7,7,7,7,7,7,42,1,100.0,Gold medal
Stefan Radu Niculescu,ROU,Romania,1996,4,7,3,7,0,7,28,33,92.43,Gold medal
Constantin Chiscanu,ROU,Romania,1995,7,7,7,7,7,3,38,20,95.38,Gold medal
Adrian Corduneanu,ROU,Romania,1995,7,7,7,7,7,0,35,36,91.48,Silver medal
Dragos Ghioca,ROU,Romania,1995,4,0,7,7,7,6,31,73,82.48,Silver medal
Ciprian Manolescu,ROU,Romania,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Dragos-Nicola Oprea,ROU,Romania,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Ovidiu Savin,ROU,Romania,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Dragos Ghioca,ROU,Romania,1994,1,7,7,7,6,7,35,49,87.5,Silver medal
Gabriel Mititica,ROU,Romania,1994,7,7,7,7,6,2,36,44,88.8,Silver medal
Dragos-Nicola Oprea,ROU,Romania,1994,5,7,7,7,7,1,34,58,85.16,Silver medal
Alexandru Popa,ROU,Romania,1994,1,7,2,7,6,3,26,120,69.01,Bronze medal
Francisc Robert Ribciuc,ROU,Romania,1994,2,7,7,7,7,7,37,37,90.63,Silver medal
Florin Spanu,ROU,Romania,1994,2,7,7,6,1,7,30,88,77.34,Silver medal
Geffry Barad,ROU,Romania,1993,7,7,0,7,7,7,35,10,97.82,Gold medal
Ioan Bejenaru,ROU,Romania,1993,7,2,0,5,2,2,18,111,73.3,Bronze medal
Adrian Clinger,ROU,Romania,1993,7,2,2,6,3,0,20,91,78.16,Silver medal
Gabriel Mititica,ROU,Romania,1993,0,7,4,4,7,2,24,59,85.92,Silver medal
Dragos-Nicola Oprea,ROU,Romania,1993,7,7,0,1,4,0,19,102,75.49,Bronze medal
Radu Saghin,ROU,Romania,1993,1,2,0,5,2,2,12,176,57.52,Bronze medal
Geffry Barad,ROU,Romania,1992,7,7,7,7,7,5,40,6,98.44,Gold medal
Cristian Mangra,ROU,Romania,1992,7,7,1,6,0,0,21,93,71.34,Bronze medal
Şerban Nacu,ROU,Romania,1992,7,7,7,4,2,7,34,14,95.95,Gold medal
Alexandru Popa,ROU,Romania,1992,6,7,0,7,0,2,22,86,73.52,Bronze medal
Radu Alexandru Todor,ROU,Romania,1992,4,7,7,7,0,4,29,39,88.16,Silver medal
Gabriel Turinici,ROU,Romania,1992,7,7,7,7,0,3,31,27,91.9,Silver medal
Teodor Bănică,ROU,Romania,1991,7,7,6,7,7,7,41,10,97.16,Gold medal
Alexandru Dan Ionescu,ROU,Romania,1991,7,7,7,5,7,7,40,14,95.9,Gold medal
Sergiu Moroianu,ROU,Romania,1991,7,7,7,7,7,7,42,1,100.0,Gold medal
Şerban Nacu,ROU,Romania,1991,7,7,3,7,7,7,38,21,93.69,Silver medal
Dan Ştefănică,ROU,Romania,1991,7,7,3,7,7,3,34,54,83.28,Silver medal
Radu Alexandru Todor,ROU,Romania,1991,7,7,1,7,7,1,30,72,77.6,Bronze medal
Teodor Bănică,ROU,Romania,1990,7,7,7,7,7,1,36,14,95.77,Gold medal
Florin Belgun,ROU,Romania,1990,7,7,7,4,7,2,34,21,93.49,Gold medal
Marius Crainic,ROU,Romania,1990,7,7,1,4,2,1,22,80,74.27,Bronze medal
Dragoş Iftimie,ROU,Romania,1990,7,2,6,5,5,4,29,37,88.27,Silver medal
Alexandru Dan Ionescu,ROU,Romania,1990,2,2,2,3,7,2,18,116,62.54,Bronze medal
Sergiu Moroianu,ROU,Romania,1990,7,7,3,7,7,1,32,29,90.88,Silver medal
Teodor Bănică,ROU,Romania,1989,7,7,3,7,7,7,38,20,93.45,Gold medal
Adrian George Barbu,ROU,Romania,1989,7,7,3,6,7,6,36,28,90.69,Silver medal
Florin Belgun,ROU,Romania,1989,7,7,4,7,7,1,33,48,83.79,Silver medal
Alexandru Dan Ionescu,ROU,Romania,1989,7,7,2,7,7,7,37,21,93.1,Silver medal
Andrei Moroianu,ROU,Romania,1989,7,7,7,7,7,7,42,1,100.0,Gold medal
Andrei Rădulescu-Banu,ROU,Romania,1989,2,7,7,7,7,7,37,21,93.1,Silver medal
Florin Belgun,ROU,Romania,1988,7,4,1,7,7,2,28,38,86.14,Silver medal
Nicuşor Dan,ROU,Romania,1988,7,7,7,7,7,7,42,1,100.0,Gold medal
Octavian Fărcăşanu,ROU,Romania,1988,7,1,7,7,7,1,30,25,91.01,Silver medal
Andrei Moroianu,ROU,Romania,1988,7,7,7,7,1,0,29,31,88.76,Silver medal
Andrei Rădulescu-Banu,ROU,Romania,1988,7,7,6,7,2,1,30,25,91.01,Silver medal
Adrian Vasiu,ROU,Romania,1988,7,7,7,7,7,7,42,1,100.0,Gold medal
Bogdan Andreiu,ROU,Romania,1987,7,7,5,7,7,7,40,28,88.56,Silver medal
Mugurel Barcău,ROU,Romania,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Nicuşor Dan,ROU,Romania,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Andrei Moroianu,ROU,Romania,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Liviu Suciu,ROU,Romania,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
Adrian Vasiu,ROU,Romania,1987,7,7,7,7,7,7,42,1,100.0,Gold medal
?,ROU,Romania,1986,1,0,0,7,7,0,15,110,47.85,""
Marius Dabija,ROU,Romania,1986,7,7,7,5,7,7,40,7,97.13,Gold medal
Iulian Grindeanu,ROU,Romania,1986,3,7,7,5,7,1,30,30,86.12,Silver medal
Mihai I. Anitescu,ROU,Romania,1986,7,7,2,5,6,1,28,45,78.95,Silver medal
Nicolae I. Beli,ROU,Romania,1986,7,7,0,7,7,6,34,15,93.3,Gold medal
Dorin N. D. Bucur,ROU,Romania,1986,2,7,0,7,7,1,24,62,70.81,Bronze medal
Mugurel Barcău,ROU,Romania,1985,7,7,1,3,7,7,32,15,93.27,Silver medal
Louis Funar,ROU,Romania,1985,7,7,2,4,7,4,31,19,91.35,Silver medal
Răzvan Gelca,ROU,Romania,1985,7,7,1,7,7,5,34,11,95.19,Gold medal
Radu Negulescu,ROU,Romania,1985,7,7,3,7,4,6,34,11,95.19,Gold medal
Andrei Paraschivescu,ROU,Romania,1985,7,7,2,7,0,5,28,27,87.5,Silver medal
Daniel Tătaru,ROU,Romania,1985,7,7,7,7,7,7,42,1,100.0,Gold medal
Louis Funar,ROU,Romania,1984,7,7,7,7,5,7,40,12,94.24,Gold medal
Petru Mironescu,ROU,Romania,1984,7,7,7,7,7,3,38,15,92.67,Silver medal
Radu Negulescu,ROU,Romania,1984,7,3,2,7,5,0,24,53,72.77,Bronze medal
Nicolae Suciu,ROU,Romania,1984,7,2,2,7,0,0,18,89,53.93,Bronze medal
Daniel Tătaru,ROU,Romania,1984,7,7,7,7,7,7,42,1,100.0,Gold medal
Martin Weiss,ROU,Romania,1984,7,7,6,7,6,4,37,17,91.62,Silver medal
Orest Bucicovski,ROU,Romania,1983,,,,,,,32,18,90.81,Silver medal
Louis Funar,ROU,Romania,1983,,,,,,,17,78,58.38,Bronze medal
Luca Dan Grecu,ROU,Romania,1983,,,,,,,32,18,90.81,Silver medal
Niculae Mandache,ROU,Romania,1983,,,,,,,39,5,97.84,Gold medal
Andrei Ratiu,ROU,Romania,1983,,,,,,,16,83,55.68,Bronze medal
Martin Weiss,ROU,Romania,1983,,,,,,,25,37,80.54,Bronze medal
Orest Bucicovski,ROU,Romania,1982,7,0,4,4,7,4,26,43,64.41,Bronze medal
Mihai Caragiu,ROU,Romania,1982,1,0,2,3,7,1,14,81,32.2,""
Lucian Man,ROU,Romania,1982,7,0,7,5,7,0,26,43,64.41,Bronze medal
Marius Mitrea,ROU,Romania,1982,7,0,5,7,7,7,33,19,84.75,Silver medal
*,ROU,Romania,1981,,,,,,,36,58,69.02,Silver medal
*,ROU,Romania,1981,,,,,,,35,65,65.22,Silver medal
*,ROU,Romania,1981,,,,,,,33,74,60.33,Bronze medal
*,ROU,Romania,1981,,,,,,,32,79,57.61,Bronze medal
?,ROU,Romania,1979,6,7,7,6,2,4,32,28,83.64,Silver medal
?,ROU,Romania,1979,1,2,0,5,2,7,17,93,44.24,""
*,ROU,Romania,1979,0,1,7,4,4,7,23,57,66.06,Bronze medal
*,ROU,Romania,1979,6,0,7,6,7,7,33,22,87.27,Silver medal
Livio Milea,ROU,Romania,1979,6,3,7,6,4,7,33,22,87.27,Silver medal
*,ROU,Romania,1979,0,7,7,4,7,3,28,41,75.76,Bronze medal
Victor Nistor,ROU,Romania,1979,6,7,7,5,7,7,39,5,97.58,Gold medal
*,ROU,Romania,1979,6,7,2,6,7,7,35,11,93.94,Silver medal
Bogdan Enescu,ROU,Romania,1978,,,,,,,36,4,97.71,Gold medal
Gabriel Nagy,ROU,Romania,1978,,,,,,,31,12,91.6,Silver medal
Andraş Nemethi,ROU,Romania,1978,,,,,,,32,10,93.13,Silver medal
Alexandru Nica,ROU,Romania,1978,,,,,,,21,64,51.91,""
Victor Nistor,ROU,Romania,1978,,,,,,,37,3,98.47,Gold medal
Emy Pîrpăriţă,ROU,Romania,1978,,,,,,,25,32,76.34,Bronze medal
Gheorghe Silberberg,ROU,Romania,1978,,,,,,,33,8,94.66,Silver medal
Alexandru Zaharescu,ROU,Romania,1978,,,,,,,22,56,58.02,Bronze medal
Dragosh Chirca,ROU,Romania,1977,,,,,,,12,105,32.47,""
Marius Dumitru Dadarlat,ROU,Romania,1977,,,,,,,10,115,25.97,""
Andrei Dumitru,ROU,Romania,1977,,,,,,,5,137,11.69,""
Calin-Bogdan Enescu,ROU,Romania,1977,,,,,,,20,61,61.04,Bronze medal
Stefan Ghiviriga,ROU,Romania,1977,,,,,,,14,88,43.51,""
Andraş Nemethi,ROU,Romania,1977,,,,,,,13,97,37.66,""
Gheorghe Silberberg,ROU,Romania,1977,,,,,,,27,27,83.12,Silver medal
Paul Stanciu,ROU,Romania,1977,,,,,,,21,50,68.18,Bronze medal
Serban Buzeteanu,ROU,Romania,1976,1,1,1,4,0,7,14,83,40.58,""
Iustin Coanda,ROU,Romania,1976,5,0,1,6,0,7,19,55,60.87,Bronze medal
Ioan Macarie,ROU,Romania,1976,5,0,1,4,0,7,17,69,50.72,Bronze medal
Silvan Manolof,ROU,Romania,1976,1,0,6,3,0,6,16,75,46.38,Bronze medal
Ileana Nastase,ROU,Romania,1976,0,0,2,2,1,7,12,97,30.43,""
Gheorghe Silberberg,ROU,Romania,1976,1,2,0,3,0,7,13,90,35.51,""
Mircea Sofonea,ROU,Romania,1976,0,1,1,2,0,0,4,127,8.7,""
Dan Suciu,ROU,Romania,1976,5,6,1,4,0,7,23,33,76.81,Silver medal
?,ROU,Romania,1975,6,3,3,0,0,2,14,98,27.61,""
?,ROU,Romania,1975,2,7,0,0,6,1,16,92,32.09,""
?,ROU,Romania,1975,5,0,7,0,4,2,18,83,38.81,""
?,ROU,Romania,1975,4,7,7,0,0,1,19,80,41.04,""
Dan Achihai,ROU,Romania,1975,6,5,7,6,3,8,35,18,87.31,Silver medal
Griua Arsu,ROU,Romania,1975,6,0,7,0,6,8,27,48,64.93,Bronze medal
Adrian Olaru,ROU,Romania,1975,6,0,7,5,6,4,28,41,70.15,Bronze medal
Adrian Păsculescu,ROU,Romania,1975,5,1,7,4,5,1,23,66,51.49,Bronze medal
Constantin Balasanian,ROU,Romania,1974,2,1,8,2,2,1,16,99,29.5,""
Alexandru Buium,ROU,Romania,1974,5,1,3,5,5,8,27,40,71.94,Bronze medal
Constantin Cocea,ROU,Romania,1974,5,0,3,4,0,0,12,115,17.99,""
Mihnea Colţoiu,ROU,Romania,1974,5,6,4,6,4,2,27,40,71.94,Bronze medal
Adrian Ocneanu,ROU,Romania,1974,5,6,8,6,7,8,40,1,100.0,Gold medal
Adrian Păsculescu,ROU,Romania,1974,2,4,8,6,1,0,21,77,45.32,""
Vasile Pătraşcu,ROU,Romania,1974,4,5,8,5,1,1,24,57,59.71,Bronze medal
Dan Vuza,ROU,Romania,1974,5,4,8,3,6,6,32,26,82.01,Silver medal
Valeriu Anisiu,ROU,Romania,1973,6,6,8,6,0,0,26,21,83.87,Bronze medal
Iulian Appel,ROU,Romania,1973,2,6,8,5,1,0,22,39,69.35,Bronze medal
Gheorghe Balaban,ROU,Romania,1973,1,0,7,0,0,0,8,103,17.74,""
Alexandru Buium,ROU,Romania,1973,6,0,3,4,6,0,19,56,55.65,Bronze medal
Nicolae Buruiană,ROU,Romania,1973,2,0,8,0,6,0,16,69,45.16,""
Mihnea Colţoiu,ROU,Romania,1973,2,0,1,3,0,0,6,110,12.1,""
Mihai Nişulescu,ROU,Romania,1973,6,0,0,5,0,0,11,89,29.03,""
Adrian Ocneanu,ROU,Romania,1973,5,6,8,6,0,8,33,6,95.97,Silver medal
?,ROU,Romania,1972,,,,,,,15,61,43.4,""
?,ROU,Romania,1972,,,,,,,15,61,43.4,""
?,ROU,Romania,1972,,,,,,,16,59,45.28,""
*,ROU,Romania,1972,,,,,,,35,14,87.74,Silver medal
*,ROU,Romania,1972,,,,,,,35,14,87.74,Silver medal
